mfds_category,code,drug
219,105631BIJ,alprostadil   10μg(5μg/mL)
219,105701BIJ,alprostadil α-cyclodextrin   666.7μg
219,124530BIJ,L-carnitine   1g(0.2g/mL)
219,134631BIJ,citicoline   0.5g(0.25g/mL)
219,148731BIJ,dopamine hydrochloride   0.2g(40mg/mL)
219,148732BIJ,dopamine hydrochloride   0.4g(80mg/mL)
219,165330BIJ,ginkgo biloba ext.   17.5mg(3.5mg/mL)
219,172830BIJ,ibuprofen   10mg(5mg/mL)
219,195730BIJ,milrinone   10mg(1mg/mL)
219,220630BIJ,protirelin tartrate (as protirelin   0.5mg(0.5mg/mL))
219,223501BIJ,recombinant human tissue-type plasminogen activator   20mg
219,223502BIJ,recombinant human tissue-type plasminogen activator   50mg
219,240230BIJ,tirofiban hydrochloride monohydrate (as tirofiban   12.5mg(0.25mg/mL))
219,246401BIJ,urokinase   100KI.U
219,246405BIJ,urokinase   20KI.U
219,246406BIJ,urokinase   500KI.U
219,359532BIJ,ozagrel sodium   40mg(8mg/mL)
219,359632BIJ,argatroban   10mg(0.5mg/mL)
219,359633BIJ,argatroban   10mg(5mg/mL)
219,389400BIJ,dextrose   25g(50mg/mL)
219,389400BIJ,dopamine hydrochloride   0.8g(1.6mg/mL)
219,389500BIJ,dextrose   12.5g(50mg/mL)
219,389500BIJ,dopamine hydrochloride   0.8g(3.2mg/mL)
219,389700BIJ,dextrose   25g(50mg/mL)
219,389700BIJ,dopamine hydrochloride   0.4g(0.8mg/mL)
219,429500BIJ,dextrose   10g(50mg/mL)
219,429500BIJ,dopamine hydrochloride   0.4g(2mg/mL)
219,423930BIJ,ulinastatin   50KI.U(50KI.U/mL)
219,423931BIJ,ulinastatin   100KI.U(50KI.U/mL)
219,441430BIJ,phentolamine mesylate   10mg(10mg/mL)
219,450302BIJ,tenecteplase   40mg(8KU)
219,627901BIJ,icatibant acetate (as icatibant   30mg(10mg/mL))
221,199130BIJ,naloxone hydrochloride   0.4mg(0.4mg/mL)
221,199131BIJ,naloxone hydrochloride   2mg(1mg/mL)
221,199132BIJ,naloxone hydrochloride   5mg(1mg/mL)
221,516800BIJ,caffeine anhydrous   10mg (as caffeine citrate 20mg(20mg/mL))
221,516800BIJ,citric acid   5mg(5mg/mL)
221,516800BIJ,sodium citrate   8.3mg(8.3mg/mL)
221,559800BIJ,caffeine anhydrous   30mg (as caffeine citrate 60mg(20mg/mL))
221,559800BIJ,citric acid   15mg(5mg/mL)
221,559800BIJ,sodium citrate   24.9mg(8.3mg/mL)
222,101832BIJ,acetylcysteine   0.3g(0.15g/mL)
222,101831BIJ,acetylcysteine   0.3g(0.1g/mL)
222,101833BIJ,acetylcysteine   0.6g(0.1g/mL)
222,101836BIJ,acetylcysteine   1g(0.1g/mL)
222,106330BIJ,ambroxol hydrochloride   15mg(7.5mg/mL)
222,152430BIJ,ephedrine hydrochloride   40mg(40mg/mL)
222,178330BIJ,isoproterenol hydrochloride   0.2mg(0.2mg/mL)
229,186302BIJ,lung surfactant   0.21g(35mg/mL)
229,186305BIJ,lung surfactant   0.105g(35mg/mL)
229,186330BIJ,lung surfactant   0.12g(80mg/mL)
229,186304BIJ,lung surfactant   0.12g(30mg/mL)
229,474501BIJ,sivelestat sodium hydrate   0.1g
232,133330BIJ,cimetidine   0.2g(0.1g/mL)
232,157302BIJ,famotidine   20mg
232,208801BIJ,pantoprazole sodium (as pantoprazole   40mg)
232,222830BIJ,ranitidine hydrochloride (as ranitidine   50mg(25mg/mL))
232,222831BIJ,ranitidine hydrochloride (as ranitidine   0.1g(25mg/mL))
232,459401BIJ,esomeprazole sodium (as esomeprazole   40mg)
235,167330BIJ,granisetron hydrochloride (as granisetron   1mg(1mg/mL))
235,167331BIJ,granisetron hydrochloride (as granisetron   3mg(1mg/mL))
235,204630BIJ,ondansetron hydrochloride dihydrate (as ondansetron   4mg(2mg/mL))
235,204631BIJ,ondansetron hydrochloride dihydrate (as ondansetron   8mg(2mg/mL))
235,222630BIJ,ramosetron hydrochloride   0.3mg(0.15mg/mL)
235,490030BIJ,palonosetron hydrochloride (as palonosetron   75μg(50μg/mL))
235,490031BIJ,palonosetron hydrochloride (as palonosetron   0.25mg(50μg/mL))
235,490032BIJ,palonosetron hydrochloride (as palonosetron   0.4mg(50μg/mL))
235,616001BIJ,fosaprepitant dimeglumine (as fosaprepitant   0.15g)
239,142430BIJ,dexpanthenol   0.5g(0.25g/mL)
239,193730BIJ,metoclopramide hydrochloride   10mg(5mg/mL)
239,230202BIJ,somatostatin acetate (as somatostatin   3mg)
241,141430BIJ,desmopressin acetate   4μg(4μg/mL)
241,236030BIJ,terlipressin acetate   1mg(0.11765mg/mL)
241,236003BIJ,terlipressin acetate   1mg(0.2mg/mL)
241,247330BIJ,vasopressin   20Vasopressin unit(20Vasopressin unit/mL)
241,348432BIJ,somatropin   15I.U(10I.U/mL)
241,348440BIJ,somatropin   20I.U(11.1I.U/mL)
241,348434BIJ,somatropin   18.0147I.U(17.49I.U/mL)
241,348435BIJ,somatropin   30I.U(20I.U/mL)
241,348439BIJ,somatropin   36I.U(21.3018I.U/mL)
241,348436BIJ,somatropin   4I.U(4I.U/mL)
241,348430BIJ,somatropin   4I.U(8I.U/mL)
241,348431BIJ,somatropin   12I.U(8I.U/mL)
241,348433BIJ,somatropin   16I.U(8I.U/mL)
241,348405BIJ,somatropin   16I.U
241,348407BIJ,somatropin   36I.U
241,348409BIJ,somatropin   12.96I.U
241,348415BIJ,somatropin   72I.U
243,151130BIJ,elcatonin   10I.U(10I.U/mL)
243,151131BIJ,elcatonin   20I.U(20I.U/mL)
243,225730BIJ,salcatonin   50I.U(50I.U/mL)
243,439601BIJ,thyrotropin(TSH) α   1.1mg
243,487502BIJ,teriparatide   0.6mg(0.25mg/mL)
243,646301BIJ,teriparatide acetate   60.6μg (as teriparatide   56.5μg)
245,116530BIJ,betamethasone sodium phosphate (as betamethasone   4mg(4mg/mL))
245,142030BIJ,dexamethasone palmitate   4mg(4mg/mL)
245,142230BIJ,dexamethasone disodium phosphate   4.37mg(4.37mg/mL)
245,142232BIJ,dexamethasone disodium phosphate   5mg(5mg/mL)
245,142233BIJ,dexamethasone disodium phosphate   20mg(5mg/mL)
245,152630BIJ,epinephrine hydrochloride (as epinephrine   1mg(1mg/mL))
245,171201BIJ,hydrocortisone sodium succinate (as hydrocortisone   0.1g)
245,193601BIJ,methylprednisolone sodium succinate (as methylprednisolone   0.125g)
245,193603BIJ,methylprednisolone sodium succinate (as methylprednisolone   40mg)
245,193604BIJ,methylprednisolone sodium succinate (as methylprednisolone   0.5g)
245,203130BIJ,norepinephrine bitartrate (as norepinephrine   2mg(1mg/mL))
245,203131BIJ,norepinephrine bitartrate (as norepinephrine   4mg(1mg/mL))
245,203132BIJ,norepinephrine bitartrate (as norepinephrine   10mg(1mg/mL))
245,203133BIJ,norepinephrine bitartrate (as norepinephrine   20mg(1mg/mL))
245,243336BIJ,triamcinolone acetonide   50mg(10mg/mL)
245,243335BIJ,triamcinolone acetonide   40mg(40mg/mL)
245,243337BIJ,triamcinolone acetonide   0.2g(40mg/mL)
245,669401BIJ,epinephrine bitartrate (as epinephrine   0.15mg(1mg/mL))
245,669402BIJ,epinephrine bitartrate (as epinephrine   0.3mg(1mg/mL))
247,556301BIJ,cetrorelix acetate (as cetrorelix   0.25mg)
249,162730BIJ,follitropin-α   300I.U(600I.U/mL)
249,162731BIJ,follitropin-α   450I.U(600I.U/mL)
249,162732BIJ,follitropin-α   900I.U(600I.U/mL)
249,162702BIJ,follitropin-α   75I.U
249,162830BIJ,follitropin-β   100I.U(200I.U/mL)
249,162803BIJ,follitropin-β   700I.U(833.3I.U/mL)
249,162804BIJ,follitropin-β   400I.U(833.3I.U/mL)
249,162805BIJ,follitropin-β   1.025KI.U(833.3I.U/mL)
249,169402BIJ,human chorionic gonadotrophin   1KI.U
249,169404BIJ,human chorionic gonadotrophin   5KI.U
249,181202BIJ,lanreotide acetate   60mg(0.12g/mL)
249,181203BIJ,lanreotide acetate   90mg(0.18g/mL)
249,181204BIJ,lanreotide acetate   0.12g(0.24g/mL)
249,190201BIJ,menotrophin   150I.U
249,190202BIJ,menotrophin   75I.U
249,203730BIJ,octreotide acetate (as octreotide   0.1mg(0.1mg/mL))
249,203702BIJ,octreotide acetate (as octreotide   10mg)
249,203703BIJ,octreotide acetate (as octreotide   20mg)
249,203704BIJ,octreotide acetate (as octreotide   30mg)
249,246202BIJ,human folicle stimulating hormone   75I.U
249,455738BIJ,darbepoetin α   60μg(0.12mg/mL)
249,455739BIJ,darbepoetin α   0.12mg(0.24mg/mL)
249,455735BIJ,darbepoetin α   20μg(40μg/mL)
249,455736BIJ,darbepoetin α   30μg(60μg/mL)
249,455737BIJ,darbepoetin α   40μg(80μg/mL)
249,465001BIJ,lutropin α   75I.U
249,500334BIJ,erythropoietin   3KI.U(10KI.U/mL)
249,500337BIJ,erythropoietin   4KI.U(10KI.U/mL)
249,500340BIJ,erythropoietin   5KI.U(10KI.U/mL)
249,500341BIJ,erythropoietin   6KI.U(10KI.U/mL)
249,500342BIJ,erythropoietin   8KI.U(10KI.U/mL)
249,500343BIJ,erythropoietin   10KI.U(10KI.U/mL)
249,500330BIJ,erythropoietin   1KI.U(2KI.U/mL)
249,500332BIJ,erythropoietin   2KI.U(2KI.U/mL)
249,500331BIJ,erythropoietin   1KI.U(4KI.U/mL)
249,500333BIJ,erythropoietin   2KI.U(4KI.U/mL)
249,500338BIJ,erythropoietin   4KI.U(4KI.U/mL)
249,500336BIJ,erythropoietin   3KI.U(6KI.U/mL)
249,500339BIJ,erythropoietin   4KI.U(8KI.U/mL)
249,504303BIJ,methoxy polyethylene glycol-epoetin β   50μg(0.1667mg/mL)
249,504301BIJ,methoxy polyethylene glycol-epoetin β   30μg(0.1mg/mL)
249,504305BIJ,methoxy polyethylene glycol-epoetin β   75μg(0.25mg/mL)
249,504306BIJ,methoxy polyethylene glycol-epoetin β   0.1mg(0.3333mg/mL)
249,504307BIJ,methoxy polyethylene glycol-epoetin β   0.12mg(0.4mg/mL)
249,504308BIJ,methoxy polyethylene glycol-epoetin β   0.15mg(0.5mg/mL)
249,504309BIJ,methoxy polyethylene glycol-epoetin β   0.2mg(0.6667mg/mL)
249,504311BIJ,methoxy polyethylene glycol-epoetin β   0.36mg(0.6mg/mL)
249,504310BIJ,methoxy polyethylene glycol-epoetin β   0.25mg(0.8333mg/mL)
249,554600BIJ,follitropin-α   150I.U
249,554600BIJ,lutropin α   75I.U
249,565601BIJ,ganirelix acetate (as ganirelix   0.25mg(0.5mg/mL))
249,572531BIJ,follitropin   75I.U(300I.U/mL)
249,572532BIJ,follitropin   150I.U(300I.U/mL)
249,572533BIJ,follitropin   225I.U(300I.U/mL)
249,572534BIJ,follitropin   300I.U(300I.U/mL)
249,572535BIJ,follitropin   75I.U(500I.U/mL)
249,572536BIJ,follitropin   150I.U(500I.U/mL)
249,572537BIJ,follitropin   225I.U(500I.U/mL)
249,572538BIJ,follitropin   300I.U(500I.U/mL)
249,621601BIJ,menotrophin HP   600I.U
249,621603BIJ,menotrophin HP   75I.U
249,624304BIJ,pasireotide pamoate (as pasireotide   60mg)
249,624305BIJ,pasireotide pamoate (as pasireotide   40mg)
249,624306BIJ,pasireotide pamoate (as pasireotide   20mg)
252,193030BIJ,methylergonovine maleate   0.2mg(0.2mg/mL)
252,207531BIJ,oxytocin   10I.U(10I.U/mL)
252,207530BIJ,oxytocin   5I.U(5I.U/mL)
252,233501BIJ,sulprostone   0.5mg
259,224330BIJ,ritodrine hydrochloride   50mg(10mg/mL)
259,473430BIJ,atosiban   6.75mg(7.5mg/mL)
259,473431BIJ,atosiban   37.5mg(7.5mg/mL)
311,121630BIJ,calcitriol   1μg(1μg/mL)
311,430731BIJ,paricalcitol   5μg(5μg/mL)
312,237330BIJ,thiamine hydrochloride   50mg(25mg/mL)
312,316400BIJ,cyanocobalamin   10μg(5μg/mL)
312,316400BIJ,dexpanthenol   5.17mg(2.585mg/mL)
312,316400BIJ,nicotinamide   40mg(20mg/mL)
312,316400BIJ,pyridoxine hydrochloride   5mg(2.5mg/mL)
312,316400BIJ,riboflavin sodium phosphate   5.47mg(2.735mg/mL)
312,316400BIJ,thiamine hydrochloride   10mg(5mg/mL)
312,316600BIJ,biotin   0.5mg(0.25mg/mL)
312,316600BIJ,cyanocobalamin   8μg(4μg/mL)
312,316600BIJ,dexpanthenol   6mg(3mg/mL)
312,316600BIJ,nicotinamide   40mg(20mg/mL)
312,316600BIJ,pyridoxine hydrochloride   4mg(2mg/mL)
312,316600BIJ,riboflavin sodium phosphate   5.53mg(2.765mg/mL)
312,316600BIJ,thiamine hydrochloride   10mg(5mg/mL)
313,137630BIJ,cobamamide   1mg(0.5mg/mL)
314,110431BIJ,ascorbic acid   0.5g(0.25g/mL)
314,110433BIJ,ascorbic acid   10g(0.5g/mL)
314,110430BIJ,ascorbic acid   0.1g(50mg/mL)
315,248830BIJ,vitamin-K1   10mg(10mg/mL)
316,316900BIJ,ascorbic acid   0.5g(0.1g/mL)
316,316900BIJ,dexpanthenol   25mg(5mg/mL)
316,316900BIJ,ergocalciferol   1KI.U(200I.U/mL)
316,316900BIJ,nicotinamide   0.1g(20mg/mL)
316,316900BIJ,pyridoxine hydrochloride   15mg(3mg/mL)
316,316900BIJ,retinol palmitate   10KI.U(2KI.U/mL)
316,316900BIJ,riboflavin sodium phosphate   12.7mg(2.54mg/mL)
316,316900BIJ,thiamine hydrochloride   50mg(10mg/mL)
316,316900BIJ,tocopherol acetate   5I.U(1I.U/mL)
316,317000BIJ,ascorbic acid   0.1g
316,317000BIJ,biotin   60μg
316,317000BIJ,cyanocobalamin   5μg
316,317000BIJ,dexpanthenol   15mg
316,317000BIJ,ergocalciferol   200I.U
316,317000BIJ,folic acid   0.4mg
316,317000BIJ,nicotinamide   40mg
316,317000BIJ,pyridoxine hydrochloride   4.86mg
316,317000BIJ,riboflavin sodium phosphate   3.6mg
316,317000BIJ,thiamine hydrochloride   3.81mg
316,317000BIJ,tocopherol acetate   10mg
316,317000BIJ,vitamin A   3.3KI.U
321,122001BIJ,calcium chloride(3%)   0.6g(30mg/mL)
321,122202BIJ,calcium gluconate   2g(0.1g/mL)
322,359730BIJ,iron hydoxide sucrose complex (as Fe   0.1g(20mg/mL))
322,359731BIJ,iron hydoxide sucrose complex (as Fe   0.2g(20mg/mL))
323,142714BIJ,dextrose(15%)   150g(0.15g/mL)
323,142712BIJ,dextrose(10%)   50g(0.1g/mL)
323,142713BIJ,dextrose(10%)   100g(0.1g/mL)
323,142703BIJ,dextrose(20%)   4g(0.2g/mL)
323,142715BIJ,dextrose(20%)   60g(0.2g/mL)
323,142717BIJ,dextrose(20%)   120g(0.2g/mL)
323,142718BIJ,dextrose(20%)   200g(0.2g/mL)
323,142719BIJ,dextrose(50%)   50g(0.5g/mL)
323,142720BIJ,dextrose(50%)   250g(0.5g/mL)
323,142707BIJ,dextrose(70%)   350g(0.7g/mL)
323,142706BIJ,dextrose(5%)   2.5g(50mg/mL)
323,142708BIJ,dextrose(5%)   5g(50mg/mL)
323,142709BIJ,dextrose(5%)   10g(50mg/mL)
323,142710BIJ,dextrose(5%)   25g(50mg/mL)
323,142711BIJ,dextrose(5%)   50g(50mg/mL)
323,142728BIJ,dextrose(5%)   5g(50mg/mL)
323,142733BIJ,dextrose(5%)   1g(50mg/mL)
323,148004BIJ,d-mannitol(15%)   37.5g(0.15g/mL)
323,148005BIJ,d-mannitol(15%)   75g(0.15g/mL)
323,148003BIJ,d-mannitol(25%)   25g(0.25g/mL)
323,148008BIJ,d-mannitol(25%)   62.5g(0.25g/mL)
323,148002BIJ,d-mannitol(20%)   20g(0.2g/mL)
323,148006BIJ,d-mannitol(20%)   50g(0.2g/mL)
323,148001BIJ,d-mannitol(15%)   15g(150mg/mL)
323,163701BIJ,fructose(5%)   25g(50mg/mL)
323,230301BIJ,sorbitol(5%)   25g(50mg/mL)
325,107169BIJ,amino acids(13%)   32.5g(0.13g/mL)
325,107170BIJ,amino acids(13%)   65g(0.13g/mL)
325,107157BIJ,amino acids(10%)   10g(0.1g/mL)
325,107158BIJ,amino acids(10%)   20g(0.1g/mL)
325,107159BIJ,amino acids(10%)   25g(0.1g/mL)
325,107160BIJ,amino acids(10%)   50g(0.1g/mL)
325,107139BIJ,amino acids(5%)   12.5g(50mg/mL)
325,107140BIJ,amino acids(5%)   25g(50mg/mL)
325,107141BIJ,amino acids(5.5%)   13.75g(55mg/mL)
325,107142BIJ,amino acids(6%)   6g(60mg/mL)
325,107143BIJ,amino acids(6%)   12g(60mg/mL)
325,107144BIJ,amino acids(6%)   15g(60mg/mL)
325,107145BIJ,amino acids(6%)   30g(60mg/mL)
325,107148BIJ,amino acids(7%)   17.5g(70mg/mL)
325,107151BIJ,amino acids(7.5%)   18.75g(75mg/mL)
325,107152BIJ,amino acids(8%)   16g(80mg/mL)
325,107153BIJ,amino acids(8%)   20g(80mg/mL)
325,107154BIJ,amino acids(8%)   40g(80mg/mL)
325,107155BIJ,amino acids(8.5%)   21.25g(85mg/mL)
325,107156BIJ,amino acids(8.5%)   42.5g(85mg/mL)
325,317500BIJ,aminoacetic acid   1.98g(A액400mL중)
325,317500BIJ,calcium chloride   0.5298g(B액600mL중)
325,317500BIJ,glucose monohydrate   330g(B액600mL중)
325,317500BIJ,L-alanine   5.82g(A액400mL중)
325,317500BIJ,L-arginine monoglutamate   5.98g(A액400mL중)
325,317500BIJ,L-aspartic acid   1.8g(A액400mL중)
325,317500BIJ,L-glutamic acid   1.47g(A액400mL중)
325,317500BIJ,L-histidine hydrochloride   2.03g(A액400mL중)
325,317500BIJ,L-isoleucine   2.82g(A액400mL중)
325,317500BIJ,L-leucine   3.76g(A액400mL중)
325,317500BIJ,L-lysine hydrochloride   30.4g(A액400mL중)
325,317500BIJ,L-methionlne   2.35g(A액400mL중)
325,317500BIJ,L-phenylalanine   4.21g(A액400mL중)
325,317500BIJ,L-proline   4.8g(A액400mL중)
325,317500BIJ,L-serine   30.6g(A액400mL중)
325,317500BIJ,L-threonine   2.18g(A액400mL중)
325,317500BIJ,L-tryptophan   0.68g(A액400mL중)
325,317500BIJ,L-valine   3.12g(A액400mL중)
325,317500BIJ,magnesium acetate   1.23g(A액400mL중)
325,317500BIJ,potassium dihydrogen phosphate   3.12g(A액400mL중)
325,317500BIJ,sodium acetate   1.56g(A액400mL중)
325,317700BIJ,aminoacetic acid   1.65g(A액400mL중)
325,317700BIJ,calcium chloride   0.36996g(B액600mL중)
325,317700BIJ,glucose monohydrate   88.02g(B액600mL중)
325,317700BIJ,L-alanine   4.85g(A액400mL중)
325,317700BIJ,L-arginine monoglutamate   4.98g(A액400mL중)
325,317700BIJ,L-aspartic acid   10.5g(A액400mL중)
325,317700BIJ,L-glutamic acid   1.22g(A액400mL중)
325,317700BIJ,L-histidine hydrochloride   1.69g(A액400mL중)
325,317700BIJ,L-isoleucine   2.34g(A액400mL중)
325,317700BIJ,L-leucine   3.13g(A액400mL중)
325,317700BIJ,L-lysine hydrochloride   2.84g(A액400mL중)
325,317700BIJ,L-methionlne   1.96g(A액400mL중)
325,317700BIJ,L-phenylalanine   3.51g(A액400mL중)
325,317700BIJ,L-proline   30.4g(A액400mL중)
325,317700BIJ,L-serine   3g(A액400mL중)
325,317700BIJ,L-threonine   1.82g(A액400mL중)
325,317700BIJ,L-tryptophan   0.57g(A액400mL중)
325,317700BIJ,L-valine   20.6g(A액400mL중)
325,317700BIJ,magnesium acetate   0.86g(A액400mL중)
325,317700BIJ,potassium dihydrogen phosphate   0.78g(A액400mL중)
325,317700BIJ,sodium acetate   1.56g(A액400mL중)
325,317700BIJ,sodium chloride   0.16998g(B액600mL중)
325,416200BIJ,amino acids(8.5%)   85g(A액1000mL중)
325,416200BIJ,dextrose   330g(B액1000mL)
325,418400BIJ,aminoacetic acid(glycine)   2.304g(B액299.52mL중)
325,418400BIJ,calcium chloride dihydrate   0.288g(B액299.52mL중)
325,418400BIJ,glucose 11   (glucose anhydate   97.344g)(A액 885.6mL중)
325,418400BIJ,intralipid 20   (purified soybean oil   50.4g)(C액254.88mL중)
325,418400BIJ,L-alanine   4.752g(B액299.52mL중)
325,418400BIJ,L-arginine   3.456g(B액299.52mL중)
325,418400BIJ,L-aspartic acid   1.0224g(B액299.52mL중)
325,418400BIJ,L-glutamic acid   1.728g(B액299.52mL중)
325,418400BIJ,L-histidine   2.016g(B액299.52mL중)
325,418400BIJ,L-isoleucine   1.728g(B액299.52mL중)
325,418400BIJ,L-leucine   2.304g(B액299.52mL중)
325,418400BIJ,L-lysine hydrochloride   3.456g(B액299.52mL중)
325,418400BIJ,L-methionine   1.728g(B액299.52mL중)
325,418400BIJ,L-phenylalanine   2.304g(B액299.52mL중)
325,418400BIJ,L-proline   2.016g(B액299.52mL중)
325,418400BIJ,L-serine   1.3536g(B액299.52mL중)
325,418400BIJ,L-threonine   1.728g(B액299.52mL중)
325,418400BIJ,L-tryptophan   0.576g(B액299.52mL중)
325,418400BIJ,L-tyrosine   0.072g(B액299.52mL중)
325,418400BIJ,L-valine   2.16g(B액299.52mL중)
325,418400BIJ,magnesium sulfate heptahydrate   1.008g(B액299.52mL중)
325,418400BIJ,potassium chloride   1.728g(B액299.52mL중)
325,418400BIJ,sodium acetate trihydrate   2.448g(B액299.52mL중)
325,418400BIJ,sodium glycerophosphate   1.44g(B액299.52mL중)
325,477600BIJ,aminoacetic acid(glycine)   2.304g(B액299.52mL중)
325,477600BIJ,calcium chloride dihydrate   0.288g(B액299.52mL중)
325,477600BIJ,glucose 11   (glucose anhydrate   97.344g)(A액 885.6mL중)
325,477600BIJ,intralipid 20   (purified soybean oil   50.976g)(C액254.88mL중)
325,477600BIJ,L-alanine   4.752g(B액299.52mL중)
325,477600BIJ,L-arginine   3.456g(B액299.52mL중)
325,477600BIJ,L-aspartic acid   1.0224g(B액299.52mL중)
325,477600BIJ,L-glutamic acid   1.728g(B액299.52mL중)
325,477600BIJ,L-histidine   2.016g(B액299.52mL중)
325,477600BIJ,L-isoleucine   1.728g(B액299.52mL중)
325,477600BIJ,L-leucine   2.304g(B액299.52mL중)
325,477600BIJ,L-lysine hydrochloride   3.456g(B액299.52mL중)
325,477600BIJ,L-methionine   1.728g(B액299.52mL중)
325,477600BIJ,L-phenylalanine   2.304g(B액299.52mL중)
325,477600BIJ,L-proline   2.016g(B액299.52mL중)
325,477600BIJ,L-serine   1.3536g(B액299.52mL중)
325,477600BIJ,L-threonine   1.728g(B액299.52mL중)
325,477600BIJ,L-tryptophan   0.576g(B액299.52mL중)
325,477600BIJ,L-tyrosine   0.072g(B액299.52mL중)
325,477600BIJ,L-valine   2.16g(B액299.52mL중)
325,477600BIJ,magnesium sulfate heptahydrate   1.008g(B액299.52mL중)
325,477600BIJ,potassium chloride   1.728g(B액299.52mL중)
325,477600BIJ,sodium acetate trihydrate   2.448g(B액299.52mL중)
325,477600BIJ,sodium glycerophosphate   1.44g(B액299.52mL중)
325,477700BIJ,aminoacetic acid(glycine)   3.072g(B액399.36mL중)
325,477700BIJ,calcium chloride dihydrate   0.384g(B액399.36mL중)
325,477700BIJ,glucose 11   (glucose anhydate   129.792g)(A액1180.8mL중)
325,477700BIJ,intralipid 20   (purified soybean oil   67.968g)(C액339.84mL중)
325,477700BIJ,L-alanine   6.336g(B액399.36mL중)
325,477700BIJ,L-arginine   4.608g(B액399.36mL중)
325,477700BIJ,L-aspartic acid   1.3632g(B액399.36mL중)
325,477700BIJ,L-glutamic acid   2.304g(B액399.36mL중)
325,477700BIJ,L-histidine   2.688g(B액399.36mL중)
325,477700BIJ,L-isoleucine   2.304g(B액399.36mL중)
325,477700BIJ,L-leucine   3.072g(B액399.36mL중)
325,477700BIJ,L-lysine hydrochloride   4.608g(B액399.36mL중)
325,477700BIJ,L-methionine   2.304g(B액399.36mL중)
325,477700BIJ,L-phenylalanine   3.072g(B액399.36mL중)
325,477700BIJ,L-proline   2.688g(B액399.36mL중)
325,477700BIJ,L-serine   1.8048g(B액399.36mL중)
325,477700BIJ,L-threonine   2.304g(B액399.36mL중)
325,477700BIJ,L-tryptophan   0.768g(B액399.36mL중)
325,477700BIJ,L-tyrosine   0.096g(B액399.36mL중)
325,477700BIJ,L-valine   2.88g(B액399.36mL중)
325,477700BIJ,magnesium sulfate heptahydrate   1.344g(B액399.36mL중)
325,477700BIJ,potassium chloride   2.304g(B액399.36mL중)
325,477700BIJ,sodium acetate trihydrate   3.264g(B액399.36mL중)
325,477700BIJ,sodium glycerophosphate   1.92g(B액399.36mL중)
325,422400BIJ,"glycyl-L-glutamin   15.135g(glycyl   5.135g, glutamin   10g)"
325,422400BIJ,"glycyl-L-tyrosine   1.725g(glycyl   0.47g, tyrosine   1.14g)"
325,422400BIJ,L-alanine   8g
325,422400BIJ,L-arginine   5.65g
325,422400BIJ,L-aspartic acid   1.7g
325,422400BIJ,L-glutamicacid   2.8g
325,422400BIJ,L-histidine   3.4g
325,422400BIJ,L-isoleucine   2.8g
325,422400BIJ,L-leucine   3.95g
325,422400BIJ,L-lysine acetate   6.36g
325,422400BIJ,L-methionine   2.8g
325,422400BIJ,L-phenylalanine   2.925g
325,422400BIJ,L-proline   3.4g
325,422400BIJ,L-serine   2.25g
325,422400BIJ,L-threonine   2.8g
325,422400BIJ,L-tryptophan   0.95g
325,422400BIJ,L-valine   3.65g
325,464500BIJ,"glycyl-L-glutamin   7.5675g (glycyl   2.5675g, glutamin   5g)"
325,464500BIJ,"glycyl-L-tyrosine   0.8625g (glycyl   0.235g, tyrosine   0.57g)"
325,464500BIJ,L-alanine   4g
325,464500BIJ,L-arginine   2.825g
325,464500BIJ,L-aspartic acid   0.85g
325,464500BIJ,L-glutamicacid   1.4g
325,464500BIJ,L-histidine   1.7g
325,464500BIJ,L-isoleucine   1.4g
325,464500BIJ,L-leucine   1.975g
325,464500BIJ,L-lysine acetate   3.175g
325,464500BIJ,L-methionine   1.4g
325,464500BIJ,L-phenylalanine   1.4625g
325,464500BIJ,L-proline   1.7g
325,464500BIJ,L-serine   1.125g
325,464500BIJ,L-threonine   1.4g
325,464500BIJ,L-tryptophan   0.475g
325,464500BIJ,L-valine   1.825g
325,422500BIJ,aminoacetic acid(glycine)   2.3598g(B액299.592mL중)
325,422500BIJ,calcium chloride dihydrate   2.9754g(B액299.592mL중)
325,422500BIJ,glucose 19   (glucose anhydate   99.522g)(A액 526.338mL중)
325,422500BIJ,intralipid 20   (purified soybean oil   40.014g)(C액200.07mL중)
325,422500BIJ,L-alanine   4.8222g(B액299.592mL중)
325,422500BIJ,L-arginine   3.3858g(B액299.592mL중)
325,422500BIJ,L-aspartic acid   1.0157g(B액299.592mL중)
325,422500BIJ,L-glutamic acid   1.6416g(B액299.592mL중)
325,422500BIJ,L-histidine   2.052g(B액299.592mL중)
325,422500BIJ,L-isoleucine   1.6416g(B액299.592mL중)
325,422500BIJ,L-leucine   2.3598g(B액299.592mL중)
325,422500BIJ,L-lysine hydrochloride   3.3858g(B액299.592mL중)
325,422500BIJ,L-methionine   1.6416g(B액299.592mL중)
325,422500BIJ,L-phenylalanine   2.3598g(B액299.592mL중)
325,422500BIJ,L-proline   2.052g(B액299.592mL중)
325,422500BIJ,L-serine   1.3338g(B액299.592mL중)
325,422500BIJ,L-threonine   1.6416g(B액299.592mL중)
325,422500BIJ,L-tryptophan   0.5746g(B액299.592mL중)
325,422500BIJ,L-tyrosine   0.0718g(B액299.592mL중)
325,422500BIJ,L-valine   2.1546g(B액299.592mL중)
325,422500BIJ,magnesium sulfate heptahydrate   0.985g(B액299.592mL중)
325,422500BIJ,potassium chloride   1.7442g(B액299.592mL중)
